,Data index,Weights of regression,Bias of regression,Graph_index
70,35,"[-0.02218103 -0.05973008 -0.05973256 -0.06049615 -0.06033108 -0.06033057
 -0.06049941 -0.06049191 -0.06049077 -0.06048781 -0.06050226 -0.06047922
 -0.06049581 -0.06050932 -0.06050334 -0.06034438 -0.06050987 -0.06050079
 -0.06051144 -0.06049923  0.4296892   0.4296928   0.42908272  0.42828214
  0.42946675]",0.016369224,540
71,35,"[3.3266679e-04 6.7128800e-04 3.1520551e-04 2.4140585e-04 2.2505918e-04
 2.2935872e-04 5.5167469e-04 2.6980045e-04 3.1531288e-04 2.2935541e-04
 8.8979257e-05 2.6974568e-04 3.1524387e-04 1.3481587e-04 2.6975875e-04
 3.1526948e-04 3.1524553e-04 1.8401956e-04 2.6979635e-04 1.8401729e-04
 2.7045951e-04 2.9283174e-04 2.8467248e-04 2.8469940e-04 2.9295581e-04]",0.98358667,541
72,36,"[-0.04053197 -0.04050569 -0.04059888 -0.04056717 -0.04053196 -0.04052298
 -0.04052978 -0.04048609 -0.04051851 -0.04055245 -0.04053593 -0.04049949
 -0.04050851 -0.04055389 -0.04049419 -0.04053389 -0.04051357 -0.04055759
 -0.04054978 -0.04045888  0.44517437  0.4462626   0.4460545   0.4436592 ]",0.016368866,544
73,36,"[-0.02362109 -0.05817667 -0.0606861  -0.05815941 -0.06068893 -0.0604303
 -0.06046412 -0.06046946 -0.06044125 -0.06063233 -0.06043786 -0.06042406
 -0.06071457 -0.06047296 -0.06040737 -0.0604092  -0.06041234 -0.06040927
 -0.06040686 -0.06041057  0.42937592  0.4293304   0.4289134   0.4275362
  0.4290757 ]",0.016369581,545
74,37,"[-0.02339018 -0.05015725 -0.06065988 -0.06067084 -0.06101849 -0.06064474
 -0.06066395 -0.06065999 -0.06068282 -0.06065292 -0.06067932 -0.06065227
 -0.06067482 -0.0610187  -0.0606829  -0.06065655 -0.06066331 -0.06068312
 -0.06066784 -0.06067337  0.42859447  0.4285707   0.42826283  0.42751953
  0.4283761 ]",0.016369343,548
75,37,"[0.0009776  0.00026979 0.00026981 0.00026211 0.00026244 0.00026042
 0.00015923 0.00027013 0.0002054  0.00027012 0.00027017 0.00025281
 0.00027012 0.00026979 0.00027014 0.00026036 0.00027025 0.00025957
 0.0002596  0.00019278 0.00021193 0.00042093 0.00022859 0.00022863
 0.00042089]",0.9835866,549
76,38,"[ 0.00072036  0.00019847  0.00020162  0.00019846  0.00019847  0.00020713
  0.00020289  0.0002029   0.00020288  0.00020277  0.00020715  0.0001965
  0.0001985   0.00020284  0.00020281  0.00019658  0.00020285  0.00019649
  0.00019648  0.00020287  0.00091377 -0.00021958 -0.00054572 -0.00022134]",0.9835869,552
77,38,"[-0.02247369 -0.05983959 -0.05972902 -0.05923101 -0.05962197 -0.0605053
 -0.0604995  -0.06049578 -0.06052319 -0.06050343 -0.06051397 -0.06055348
 -0.06050712 -0.06050126 -0.06051571 -0.06048276 -0.0605083  -0.06049426
 -0.05961686 -0.06053156  0.42920783  0.42896625  0.428983    0.4280911
  0.4289362 ]",0.016368866,553
78,39,"[ 0.18521746  0.18499447  0.17981733  0.18185288  0.18524323  0.17997825
  0.02398059 -0.20705187 -0.22257954 -0.20705336 -0.22258747 -0.2070458
  0.18078762  0.18079296  0.1682735   0.16805482 -0.20705506 -0.20704159
 -0.22226828 -0.22228351  0.1855101   0.18274967  0.18343377  0.1834377
  0.1829638 ]",0.016362756,556
79,39,"[-1.8636874e-04  6.2206050e-04  3.2001862e-04  2.8332844e-04
  3.2002412e-04  3.8928472e-04  3.0634188e-04  8.6968561e-05
  3.8925774e-04  3.8926088e-04  3.6309645e-04 -1.4309655e-04
  2.8331412e-04  3.8929263e-04  3.0635111e-04  3.6308810e-04
  3.8925585e-04  3.8927939e-04  3.0630670e-04  3.0633068e-04
 -3.3525366e-04 -1.1143429e-04  1.9276644e-04  1.9278204e-04
 -1.1144820e-04]",0.98358667,557
80,40,"[-0.02492506 -0.06030765 -0.06028779 -0.06033503 -0.06026676 -0.05982885
 -0.06032982 -0.06028078 -0.06022422 -0.05981506 -0.06027117 -0.06029434
 -0.06029756 -0.06024892 -0.06021433 -0.06028333 -0.06021646 -0.06025992
 -0.06034886 -0.06029145  0.42933583  0.42935205  0.42891228  0.42842758
  0.42910302]",0.016369045,560
81,40,"[-9.2759932e-05  7.2824187e-05 -3.4138537e-04  2.8069047e-03
 -2.0095246e-04  1.2108532e-04  1.6452241e-04 -2.0094257e-04
  9.6386386e-05 -9.3962823e-05  1.6448670e-04  1.8495473e-04
  1.6448996e-04  1.9339385e-04  2.8069266e-03  1.6445185e-04
  3.3309843e-04  1.6445699e-04  1.7517529e-04 -9.3988259e-05
 -7.4590527e-05  7.9602178e-05  1.4035846e-05  1.3991375e-05
  7.9610647e-05]",0.98358655,561
82,41,"[-0.02242713 -0.05968118 -0.06044623 -0.06045663 -0.05977124 -0.06046843
 -0.06047978 -0.06054039 -0.06052513 -0.06045479 -0.06047206 -0.06046306
 -0.06038831 -0.06038647 -0.06038334 -0.06046663 -0.06044702 -0.06046973
 -0.06039183 -0.06045669  0.42963836  0.42959473  0.4289599   0.42836285
  0.42945164]",0.016368747,564
83,41,"[4.3757193e-04 3.3326703e-04 3.2501784e-04 3.4752593e-06 4.0685458e-04
 4.0700642e-04 3.0571510e-04 7.5178876e-05 1.2904154e-04 3.5006466e-04
 2.9831444e-04 2.1562740e-04 2.9824753e-04 2.9828271e-04 2.8197339e-04
 2.8198533e-04 2.0610289e-04 2.9832718e-04 3.0545035e-04 2.8205186e-04
 3.6749966e-04 3.0444440e-04 3.6556731e-04 3.6547973e-04 3.0451082e-04]",0.9835865,565
84,42,"[-0.02314515 -0.05980973 -0.06032009 -0.06032868 -0.06028796 -0.06079751
 -0.06020744 -0.0605054  -0.06015515 -0.06018796 -0.060196   -0.06032268
 -0.06032812 -0.06019964 -0.06015257 -0.06033592 -0.06020144 -0.06019186
 -0.06019664 -0.05937381  0.42894813  0.4288027   0.42842883  0.42696527
  0.4285768 ]",0.016369581,568
85,42,"[0.00059588 0.00026744 0.00020916 0.00021488 0.00025556 0.00023051
 0.00026448 0.00025554 0.00025558 0.00027589 0.00026379 0.00025557
 0.00026377 0.00031902 0.0002758  0.00037691 0.00029729 0.00026194
 0.00025557 0.00070879 0.00017726 0.00034271 0.00018048 0.00018056
 0.00034275]",0.98358655,569
86,43,"[-2.5515333e-03 -2.7192521e-03  6.9882243e-04  6.9889764e-04
 -2.4859009e-03  6.9887668e-04  6.9886725e-04 -2.1921718e-03
  5.2426266e-04  6.4557785e-04  6.4548873e-04  6.4423255e-04
  6.5437774e-04  6.9879228e-04  6.4558175e-04 -1.0806471e-03
  6.5441709e-04  5.8952731e-04  5.5697025e-04  6.4553495e-04
 -9.7469438e-04  8.1769365e-05  4.4947446e-04  4.4952452e-04
  8.1805978e-05]",0.9835871,572
87,43,"[0.00052745 0.00072323 0.0002484  0.00024843 0.0002484  0.00024846
 0.00024839 0.00024097 0.00024843 0.00024837 0.00024844 0.00024846
 0.00024846 0.00024102 0.00024098 0.00024076 0.0002408  0.00024082
 0.00053724 0.00024845 0.00019105 0.00043871 0.00016221 0.00016216
 0.00043873]",0.98358655,573
88,44,"[3.0473038e-04 5.5252924e-05 1.1047501e-04 2.5206379e-04 3.0755397e-04
 2.9728777e-04 3.1134690e-04 3.0751192e-04 3.1131518e-04 3.1136471e-04
 7.6170545e-04 2.9731949e-04 1.5663204e-04 3.0755441e-04 7.6169672e-04
 8.2032595e-05 2.5208836e-04 3.0748872e-04 2.9731251e-04 2.9726379e-04
 4.2239437e-05 4.3523806e-04 9.4618561e-05 9.4569477e-05 4.3516734e-04]",0.9835866,576
89,44,"[-0.02779913  0.06020202 -0.06546313 -0.06545229 -0.06545426 -0.06544696
 -0.06546481 -0.06542949 -0.06545909 -0.06410733 -0.06543094 -0.06546342
 -0.06543431 -0.06544082 -0.06547077 -0.06547312 -0.06546608 -0.06544755
 -0.0641036  -0.06546914  0.42418405  0.42379308  0.42375267  0.4233818
  0.4235517 ]",0.016368717,577
90,45,"[-0.02349696 -0.06147952 -0.05998792 -0.05995995 -0.06122254 -0.05965771
 -0.05970983 -0.0596151  -0.05992359 -0.05958382 -0.06003071 -0.05959061
 -0.05958083 -0.05987752 -0.06167996 -0.0595978  -0.06051738 -0.05962321
 -0.05958786 -0.06051511  0.4284752   0.4280133   0.4272899   0.4257925
  0.42798865]",0.016369492,580
91,45,"[0.00027414 0.00039704 0.00031211 0.00026958 0.000214   0.00020427
 0.00055608 0.00018904 0.0003609  0.00022993 0.00026347 0.00020426
 0.00054505 0.00026948 0.0002696  0.00013644 0.00026961 0.00017147
 0.00017139 0.00054507 0.00011672 0.00032205 0.00011588 0.00011597
 0.00032206]",0.98358667,581
92,46,"[-0.04070688 -0.04071721 -0.04070199 -0.04071691 -0.04066429 -0.04071632
 -0.04067107 -0.04063051 -0.04069712 -0.04070929 -0.04066593 -0.04070468
 -0.04072377 -0.04064412 -0.04071708 -0.03942657 -0.04069691 -0.03938919
 -0.04073498 -0.04072299  0.4450836   0.4461376   0.44594786  0.4448303 ]",0.016368687,584
93,46,"[0.00045262 0.00026704 0.00026692 0.00010154 0.00015495 0.00026699
 0.00019053 0.00030104 0.00028769 0.00025464 0.00031745 0.00025461
 0.00029288 0.00028764 0.00027308 0.00028771 0.00027314 0.00028772
 0.0002546  0.00026681 0.00038145 0.0004598  0.00037772 0.00037771
 0.00045992]",0.9835865,585
94,47,"[-0.02280749 -0.06034225 -0.06006088 -0.06007134 -0.05866848 -0.06028743
 -0.06031075 -0.06010584 -0.06010524 -0.06007143 -0.06026695 -0.06010053
 -0.06005105 -0.06006408 -0.05991942 -0.0601047  -0.06009785 -0.05991361
 -0.05989838 -0.06006661  0.4284632   0.42806354  0.4280464   0.42606017
  0.42729124]",0.016369492,588
95,47,"[-0.02786849  0.06198037 -0.06532755 -0.06533425 -0.06533349 -0.0653289
 -0.0653466  -0.06530306 -0.06530906 -0.06533917 -0.06534283 -0.06534493
 -0.0653605  -0.06531717 -0.06534265 -0.06531544 -0.0653379  -0.06534315
 -0.06532283 -0.06530398  0.42430586  0.42386338  0.42375186  0.42204368
  0.42358705]",0.016368687,589
96,48,"[0.00050473 0.00076629 0.00024214 0.00020198 0.0002515  0.00024108
 0.00024215 0.00025153 0.00025399 0.00025063 0.00025149 0.00025032
 0.00025121 0.00025144 0.00032433 0.00057417 0.00024854 0.00025141
 0.00025148 0.00024836 0.00010278 0.0004204  0.00015931 0.00015903
 0.00042043]",0.9835867,592
97,48,"[0.00054967 0.00044523 0.00012236 0.00026894 0.00026895 0.00026893
 0.00026903 0.000269   0.00028984 0.00026895 0.00026895 0.00026894
 0.00026895 0.00026898 0.00026895 0.00028981 0.00016539 0.000269
 0.00017106 0.00017108 0.00037316 0.00042856 0.00038492 0.00038488
 0.00042849]",0.98358667,593
98,49,"[-0.02387553 -0.05102132 -0.0606293  -0.06065521 -0.06067007 -0.06066062
 -0.06065407 -0.0606727  -0.0606465  -0.06067771 -0.06066345 -0.06066851
 -0.06064482 -0.06068268 -0.0606535  -0.06066363 -0.06066327 -0.06066906
 -0.06067002 -0.06065414  0.42881086  0.42875227  0.42812008  0.4275974
  0.42856467]",0.016369104,596
99,49,"[-0.02448462 -0.06018557 -0.06016887 -0.06026963 -0.0603193  -0.06032832
 -0.06016457 -0.06049538 -0.06027537 -0.06028496 -0.06031495 -0.06029633
 -0.0602889  -0.0602754  -0.06023776 -0.06030267 -0.06023896 -0.0603034
 -0.06060366 -0.06036932  0.42991626  0.42989767  0.42921042  0.42835325
  0.42951363]",0.016369164,597
100,50,"[-0.02220417 -0.05957493 -0.06044319 -0.06050897 -0.06046697 -0.06051429
 -0.06048426 -0.05959684 -0.06051084 -0.06051479 -0.05917488 -0.05918245
 -0.06048287 -0.06045374 -0.06050013 -0.06050847 -0.0605215  -0.06048908
 -0.06047497 -0.06050152  0.4290488   0.42886198  0.4289288   0.4281016
  0.42868942]",0.016369164,600
101,50,"[-0.02458892 -0.06037535 -0.06037676 -0.06034323 -0.06041227 -0.06041658
 -0.06033728 -0.0600319  -0.06037247 -0.06039724 -0.06032785 -0.06032969
 -0.06003719 -0.06035166 -0.06033839 -0.06028892 -0.06008368 -0.06008704
 -0.06028765 -0.06034647  0.42985994  0.4298279   0.42922947  0.42816648
  0.4294967 ]",0.016369164,601
102,51,"[-0.02455051 -0.06008346 -0.06029094 -0.06040248 -0.06009411 -0.06030638
 -0.06039543 -0.06032411 -0.06030037 -0.06005155 -0.06039704 -0.06040242
 -0.06034211 -0.06031439 -0.0603386  -0.06039396 -0.0603283  -0.06033995
 -0.06039497 -0.06031526  0.42977735  0.429761    0.4291571   0.42852503
  0.42965224]",0.016369224,604
103,51,"[-0.0235016  -0.05006492 -0.06066903 -0.06071033 -0.06064935 -0.06065825
 -0.06069306 -0.06067412 -0.06103444 -0.06070948 -0.06067465 -0.06068867
 -0.06067367 -0.06067078 -0.06068772 -0.06103144 -0.06070375 -0.06073148
 -0.06068037 -0.06070055  0.42871454  0.42867705  0.42820752  0.42745006
  0.4286624 ]",0.016369492,605
104,52,"[-0.02291318 -0.06008498 -0.0602146  -0.06019609 -0.06018132 -0.06021862
 -0.05956354 -0.06094123 -0.06018689 -0.06021997 -0.06021778 -0.06022611
 -0.06021107 -0.06020022 -0.0602059  -0.06021322 -0.06019274 -0.06020946
 -0.0602     -0.06061507  0.42887408  0.42884436  0.42835048  0.42691085
  0.42852515]",0.016369343,608
105,52,"[-0.02433469 -0.05947563 -0.06012756 -0.05945366 -0.05947483 -0.05946141
 -0.05931275 -0.05864756 -0.05948323 -0.05945557 -0.05947147 -0.05947284
 -0.06080145 -0.06081109 -0.05947953 -0.06080156 -0.05916528 -0.06083226
 -0.06080404 -0.06080874  0.42822427  0.4274806   0.4269032   0.42404208
  0.42758697]",0.016369343,609
106,53,"[0.00052329 0.00071602 0.00024778 0.00023905 0.0002387  0.00024791
 0.00024203 0.00024785 0.00023903 0.00024785 0.00024783 0.00024789
 0.00024787 0.00054766 0.00024779 0.00024931 0.00023873 0.00024935
 0.00024786 0.00024792 0.0001918  0.00043901 0.0001659  0.00016591
 0.00043896]",0.98358667,612
107,53,"[-1.8590554e-03 -1.0362973e-03  8.4117848e-05 -5.4569962e-04
 -5.9921283e-04  3.0656412e-04  8.4119907e-05  3.4459441e-03
 -6.0537641e-05 -2.4462046e-04  3.7563145e-03  2.3017786e-04
 -1.6988984e-04  5.2645494e-04  3.0665702e-04  5.2640145e-04
 -6.0606988e-05  2.3005019e-04  5.2644563e-04  5.2659493e-04
 -1.0582964e-03  7.2441879e-05 -5.8764778e-04 -5.8762997e-04
  7.2310511e-05]",0.9835866,613
108,54,"[-0.02262712 -0.06029277 -0.06030548 -0.06029905 -0.06017544 -0.06039111
 -0.06038906 -0.06017914 -0.06019291 -0.06039291 -0.06041602 -0.06042894
 -0.06041017 -0.06012065 -0.06010006 -0.06041423 -0.06042967 -0.06042614
 -0.06041866 -0.06042036  0.42947268  0.42937875  0.42917463  0.4282233
  0.42915905]",0.016369522,616
109,54,"[0.00062751 0.00029086 0.00026972 0.000246   0.0002871  0.0002908
 0.00029078 0.00029079 0.00029079 0.00029081 0.00028715 0.00028712
 0.00018949 0.00027564 0.00022647 0.00026016 0.00028712 0.00020424
 0.00028712 0.00029075 0.0002131  0.00041534 0.00023013 0.00023013
 0.00041541]",0.98358667,617
110,55,"[0.00061494 0.00015147 0.00019054 0.00025319 0.00026866 0.00026843
 0.0002102  0.00026847 0.0002928  0.00058993 0.00029281 0.00024282
 0.00025197 0.00028865 0.00029903 0.00026529 0.00027486 0.00029279
 0.00029267 0.00029903 0.00015293 0.00041173 0.00020125 0.00020124
 0.00041177]",0.98358655,620
111,55,"[0.00050467 0.00076623 0.00024226 0.00020187 0.00025152 0.00024108
 0.00024226 0.00025134 0.0002539  0.00025067 0.00025148 0.00025049
 0.00025137 0.00025142 0.00032423 0.00057407 0.00024848 0.00025147
 0.0002514  0.00024848 0.00010266 0.00042032 0.0001592  0.0001595
 0.00042035]",0.98358655,621
112,56,"[-8.67001771e-04  8.79119430e-03 -7.41339172e-04  7.99276168e-05
 -4.83539188e-05 -3.02251778e-04  1.53090805e-04  1.61852455e-04
  1.71263819e-04  8.00254056e-05  1.48795545e-04  4.53827670e-05
  1.51395332e-04  1.52067165e-04  1.51487533e-04  8.00472917e-05
 -4.36201342e-04  1.17237796e-04  7.99264526e-05  1.51629793e-04
 -8.26807343e-04 -5.25354757e-04 -1.89455226e-04 -1.89467333e-04
 -5.25402254e-04]",0.9835867,624
113,56,"[0.00065789 0.00024188 0.00026955 0.00027371 0.00027334 0.00027352
 0.0002764  0.00027339 0.00026983 0.00023647 0.00027336 0.00027389
 0.0002363  0.0002363  0.00027525 0.0002363  0.00027913 0.0002734
 0.0002737  0.00027387 0.00032457 0.00045581 0.00031404 0.0003142
 0.00045582]",0.9835865,625
114,57,"[-0.02230366 -0.0601394  -0.06043627 -0.06049076 -0.06017643 -0.06020121
 -0.06039612 -0.06042248 -0.06039935 -0.06048781 -0.06040471 -0.06041588
 -0.06048093 -0.06047627 -0.06043608 -0.06048924 -0.06043907 -0.06047868
 -0.06043506 -0.06039804  0.42973667  0.4296973   0.42905197  0.4284279
  0.42956224]",0.016369224,628
115,57,"[-0.00258599 -0.00249497 -0.00241137  0.00810008  0.00062573  0.00128736
 -0.00160627 -0.00237909  0.00128718  0.00128729  0.00128736  0.00128728
  0.00068291  0.00108362  0.00128733  0.00128706  0.00128732  0.00128735
  0.0010835  -0.0016245  -0.00218466 -0.00186079 -0.00134758 -0.00134756
 -0.00186074]",0.9835869,629
116,58,"[-0.02303302 -0.05083336 -0.06069167 -0.06061253 -0.06071658 -0.06074592
 -0.06071975 -0.0607241  -0.06070628 -0.06072765 -0.06070518 -0.06071164
 -0.06071301 -0.06071515 -0.06071357 -0.06070888 -0.06072142 -0.06072307
 -0.06071886 -0.06069762  0.42880803  0.42881504  0.4285419   0.42758578
  0.42869613]",0.016368806,632
117,58,"[-0.02472528 -0.06116958 -0.05933604 -0.06110394 -0.05919787 -0.0592313
 -0.05937096 -0.05905858 -0.05933122 -0.05936807 -0.06116767 -0.05922312
 -0.05922356 -0.05937831 -0.06184084 -0.05922333 -0.05939259 -0.05937302
 -0.05936597 -0.05917674  0.42800844  0.42681605  0.4253592   0.4235589
  0.426714  ]",0.016369522,633
118,59,"[-0.02340185 -0.05967236 -0.05939422 -0.0604891  -0.06037711 -0.05971084
 -0.06044963 -0.06040957 -0.06039463 -0.06037102 -0.06048442 -0.06038836
 -0.06040668 -0.06035041 -0.06040652 -0.06040435 -0.06041338 -0.06040248
 -0.0603999  -0.06039651  0.42926627  0.4293126   0.4291115   0.42835516
  0.4290725 ]",0.016369224,636
119,59,"[-0.02200834 -0.06017898 -0.06032457 -0.06045833 -0.06022597 -0.06023433
 -0.0604392  -0.06042871 -0.06045981 -0.06045517 -0.0604705  -0.06045411
 -0.06046714 -0.06043952 -0.06042465 -0.06040914 -0.06046331 -0.060462
 -0.0604045  -0.06045586  0.42968732  0.4296911   0.4290791   0.42836443
  0.42954248]",0.016369402,637
120,60,"[-0.02786672  0.06135191 -0.06540756 -0.06534922 -0.0652495  -0.06532402
 -0.06534643 -0.06541766 -0.0654304  -0.06535526 -0.06535466 -0.06534775
 -0.06533322 -0.0653421  -0.06534509 -0.06542262 -0.06543159 -0.06532246
 -0.06544328 -0.06526795  0.42443377  0.42408782  0.42403224  0.42239213
  0.42391178]",0.016369045,640
121,60,"[ 2.6885385e-04  5.0010160e-04 -2.0434294e-05  2.7716474e-04
 -5.7640718e-05  5.7878526e-05  2.7718453e-04  2.4596805e-04
  2.0706368e-04  4.0361023e-04  4.0327263e-04  4.0363026e-04
  1.5096412e-04  3.1216757e-04  2.4596922e-04  2.7820905e-04
  4.0362508e-04  3.1936826e-04  3.2923944e-04  4.3241665e-04
  2.9585528e-04  2.3195389e-04  3.2747467e-04  3.2746853e-04
  2.3175233e-04]",0.98358667,641
122,61,"[0.0003211  0.00016011 0.00033423 0.00033415 0.00033419 0.00030049
 0.00027652 0.00027379 0.00027564 0.00016309 0.00021076 0.00027836
 0.0002756  0.00033884 0.00027563 0.0003342  0.00022433 0.00026849
 0.00033418 0.00026852 0.00021292 0.00040747 0.00023333 0.00023334
 0.00040933]",0.9835866,644
123,61,"[-0.02243885 -0.06081435 -0.06045358 -0.06068255 -0.06045907 -0.06047116
 -0.05798695 -0.06045817 -0.06048197 -0.06042311 -0.06073506 -0.06083821
 -0.06046098 -0.06048286 -0.06053182 -0.06046095 -0.0604538  -0.06046662
 -0.06047265 -0.05798241  0.42925903  0.42909372  0.42869374  0.42741913
  0.4288826 ]",0.016369283,645
124,62,"[ 0.18535505  0.18492241  0.17996243  0.18179461  0.18519962  0.18000376
  0.0239207  -0.20710176 -0.22257674 -0.20703241 -0.22263038 -0.207073
  0.18076125  0.1807298   0.16819924  0.1682212  -0.20711227 -0.20701826
 -0.22223729 -0.22222866  0.18549487  0.18289354  0.18336496  0.18337661
  0.18293193]",0.016362846,648
125,62,"[-0.00154622 -0.00013288  0.00104051 -0.00115332  0.00097662  0.00094767
 -0.0011536   0.0010405  -0.00154851  0.00099811  0.00104054  0.00104051
  0.00096977 -0.00154911  0.00105979  0.00106688  0.00104047  0.00104598
  0.00104051  0.00104614 -0.00140622 -0.00082407 -0.00106343 -0.0010633
 -0.00082413]",0.9835869,649
126,63,"[ 1.0553305e-04  1.4185382e-04  2.3922679e-04  5.7100219e-04
  7.1283634e-05  1.1629556e-04  7.1328970e-05  4.3646607e-04
  5.7107443e-04  1.6474725e-04  2.3923184e-04  1.6483270e-04
  4.3645973e-04  2.3925881e-04  9.5730706e-05  1.8502444e-04
  2.0374754e-04  2.0216624e-04  2.3926511e-04  1.8510612e-04
  8.0047984e-04 -3.8338240e-04 -6.3170487e-04 -3.0731258e-04]",0.9835868,652
127,63,"[-0.02491544 -0.06044677 -0.06017026 -0.05842738 -0.06014539 -0.06041881
 -0.06008149 -0.06027023 -0.06058708 -0.06026933 -0.06023513 -0.06015845
 -0.06027047 -0.05844247 -0.0602669  -0.06060816 -0.06006747 -0.06061719
 -0.06009399 -0.06007226  0.4287775   0.42872265  0.42871493  0.42716855
  0.428582  ]",0.016369104,653
128,64,"[-0.0225945  -0.0601701  -0.0601484  -0.06007833 -0.06033943 -0.06033343
 -0.0604726  -0.060393   -0.06038069 -0.0603486  -0.06046002 -0.06045106
 -0.06006402 -0.06047094 -0.06041786 -0.06041047 -0.06010143 -0.06044807
 -0.06047352 -0.0604062   0.4293381   0.42934027  0.42901766  0.42842814
  0.42921063]",0.016369253,656
129,64,"[-1.63852514e-04  2.43698945e-04  3.70042224e-04 -3.59201076e-04
 -3.25378554e-04  2.18833811e-04  3.58721270e-04  1.72740442e-03
 -3.25415167e-04  2.18801870e-04  3.58661084e-04  1.37336261e-04
  3.70091788e-04  3.70070222e-04  3.56422359e-04  3.70045425e-04
  3.70045978e-04  3.70070775e-04  3.56462726e-04  1.90829014e-05
 -1.06383784e-04  2.25849071e-05  3.59659316e-04  3.59666155e-04
  2.25833792e-05]",0.9835866,657
130,65,"[-2.24978154e-04 -3.18573148e-04  4.46243212e-05  2.44547031e-04
  2.85479473e-06  2.98117753e-04 -2.02071897e-04 -1.92289153e-04
 -1.16876661e-04 -2.12898303e-04  5.46265044e-04  1.67761420e-04
  1.67752733e-04 -1.17266085e-04  1.67786173e-04  3.03466280e-04
  5.46266674e-04  5.30181162e-04  5.30565623e-04  2.53220525e-04
  2.26684409e-04  5.18388581e-04  6.61320868e-04  6.61050086e-04
  5.18742250e-04]",0.98358667,660
131,65,"[-0.02337834 -0.05069186 -0.0606591  -0.06068224 -0.06069851 -0.060665
 -0.06066138 -0.06067894 -0.06068473 -0.06052805 -0.06069982 -0.06069297
 -0.06047461 -0.06070216 -0.06069169 -0.06070053 -0.06068984 -0.06069803
 -0.06073263 -0.06053211  0.42844817  0.42840916  0.42809707  0.4277986
  0.42824462]",0.016369194,661
132,66,"[-0.02324866 -0.05919701 -0.06036435 -0.06033926 -0.05966069 -0.06034001
 -0.06036252 -0.0596568  -0.06036069 -0.06037309 -0.06036362 -0.06036198
 -0.0603358  -0.06035948 -0.06034874 -0.05960267 -0.05959277 -0.06036651
 -0.06036801 -0.06036693  0.4286675   0.4286629   0.42871484  0.4280041
  0.42852837]",0.016369373,664
133,66,"[-1.6443239e-04  2.4314935e-04  3.6948390e-04 -3.5965248e-04
 -3.2610752e-04  2.1818114e-04  3.6293725e-04  1.7267710e-03
 -3.2602696e-04  2.1844303e-04  3.6303882e-04  1.3670939e-04
  3.6950133e-04  3.6950031e-04  3.5576872e-04  3.6943896e-04
  3.6960002e-04  3.6946603e-04  3.6066971e-04  1.8560546e-05
 -1.0692168e-04  2.1958433e-05  3.5909493e-04  3.5898373e-04
  2.1934742e-05]",0.9835866,665
134,67,"[-0.0230181  -0.05136703 -0.06070708 -0.06072686 -0.06072957 -0.06072017
 -0.06078781 -0.06056378 -0.06071256 -0.06067897 -0.06069582 -0.06078526
 -0.06070922 -0.0606776  -0.0607051  -0.06072746 -0.06071293 -0.06072643
 -0.06068407 -0.06075916  0.4290629   0.42893842  0.4286925   0.42758203
  0.42874688]",0.016369045,668
135,67,"[-0.02347649 -0.06044109 -0.06013138 -0.06012193 -0.06044123 -0.06045853
 -0.06045011 -0.06002163 -0.06045309 -0.06037716 -0.06038097 -0.06038288
 -0.06039476 -0.06043977 -0.06008618 -0.06044814 -0.06037884 -0.06038532
 -0.06010109 -0.06037593  0.42959118  0.4295813   0.42895392  0.42843863
  0.42947698]",0.016368836,669
136,68,"[-0.0234106  -0.05103438 -0.0607693  -0.06077653 -0.06080441 -0.06080504
 -0.05946525 -0.06077705 -0.06079945 -0.06079621 -0.05948619 -0.0608604
 -0.06083467 -0.06080071 -0.06086491 -0.06085325 -0.06081007 -0.06078248
 -0.06080832 -0.06086297  0.42835414  0.4283271   0.42783302  0.42740622
  0.42952263]",0.016369283,672
137,68,"[-0.0222408  -0.05971028 -0.05967365 -0.06046859 -0.06046465 -0.0604673
 -0.06029366 -0.06047602 -0.06049709 -0.06047292 -0.0604695  -0.0605129
 -0.06047633 -0.06046006 -0.0604712  -0.06046909 -0.06029065 -0.06051514
 -0.06047576 -0.06033428  0.42958385  0.42960545  0.42901045  0.42824137
  0.42945707]",0.016368985,673
138,69,"[-0.0225731  -0.0592726  -0.06024278 -0.06021603 -0.06037699 -0.06028205
 -0.05956359 -0.0603673  -0.06029489 -0.06022803 -0.06028391 -0.06027517
 -0.0602834  -0.0602905  -0.05958173 -0.06036836 -0.06025989 -0.06027655
 -0.06025508 -0.0602802   0.4285211   0.42847127  0.42845002  0.4282878
  0.42825058]",0.016369015,676
139,69,"[0.00048755 0.00075525 0.00026335 0.0002633  0.00024625 0.00026329
 0.00026333 0.00024624 0.00019416 0.00024621 0.00024275 0.00062592
 0.00025222 0.00024273 0.00025098 0.00024277 0.0002522  0.00026332
 0.00026331 0.0002447  0.00015903 0.00040025 0.00016025 0.00016024
 0.0004003 ]",0.9835866,677
140,70,"[-0.02324599 -0.06016065 -0.06016051 -0.06036098 -0.06036874 -0.06041309
 -0.06041715 -0.06039987 -0.06041757 -0.06029484 -0.06033872 -0.06042279
 -0.06042595 -0.06036605 -0.06038214 -0.06041848 -0.06036525 -0.06042353
 -0.06031115 -0.0602218   0.42981538  0.4297669   0.42915714  0.42835623
  0.42955455]",0.016369313,680
