,Data index,Weights of regression,Bias of regression,Graph_index
71,[35],"[3.5140870e-04 8.7935140e-04 4.1738979e-04 2.4685703e-04 2.1797272e-04
 2.2654813e-04 1.0014985e-03 3.0466408e-04 4.1749503e-04 2.2654240e-04
 6.8955356e-05 3.0464877e-04 4.1741625e-04 1.1404618e-04 3.0461251e-04
 4.1751174e-04 4.1743182e-04 2.7488166e-04 3.0467421e-04 2.7492526e-04
 4.1239403e-04 3.6256789e-04 4.4968518e-04 4.4967729e-04 3.6266533e-04]",0.97903675,541
72,[36],"[-0.04045562 -0.04043548 -0.04051177 -0.04048291 -0.04023799 -0.04045791
 -0.04042566 -0.04040167 -0.04045673 -0.0402591  -0.04047032 -0.04042897
 -0.04042238 -0.04047122 -0.04043509 -0.04047345 -0.04042878 -0.0404695
 -0.04048185 -0.04018145  0.44355938  0.44492188  0.4446555   0.44103363]",0.020918876,544
73,[36],"[ 0.06823497 -0.06175452 -0.06447035 -0.06173987 -0.06446371 -0.06395672
 -0.06400351 -0.06400918 -0.06396671 -0.06433517 -0.06396654 -0.06394938
 -0.06441347 -0.06401298 -0.06392647 -0.06392007 -0.06392767 -0.06392671
 -0.06392112 -0.06392947  0.42350534  0.42323396  0.42307186  0.42158478
  0.42322114]",0.020918876,545
74,[37],"[ 0.06949931 -0.05248557 -0.06447278 -0.06444187 -0.06468254 -0.06443132
 -0.06445362 -0.06443551 -0.06447372 -0.0644446  -0.06447362 -0.06445765
 -0.0644644  -0.06468413 -0.06445988 -0.06444256 -0.06443805 -0.06446767
 -0.06443913 -0.06446373  0.423152    0.42304862  0.42283785  0.42215824
  0.42306134]",0.020918727,548
75,[37],"[0.00150895 0.00033674 0.00033679 0.00029033 0.0002907  0.00028354
 0.00027907 0.00033716 0.00029354 0.00033714 0.00033722 0.00029743
 0.00033716 0.00033676 0.00033719 0.00028346 0.0003373  0.00033123
 0.00033136 0.00030097 0.00030953 0.00048433 0.00035455 0.00035459
 0.00048431]",0.97903675,549
76,[38],"[0.00083295 0.00023085 0.00027547 0.00023098 0.00023083 0.00028186
 0.00027433 0.00027424 0.00027424 0.00027406 0.00028187 0.00022748
 0.00023105 0.00027419 0.00027398 0.00022745 0.00027416 0.00022743
 0.00022729 0.00027418 0.00162078 0.00018005 0.00010285 0.00023102]",0.9790368,552
77,[38],"[-0.00043825 -0.00048892 -0.00044287 -0.00054741 -0.00044206 -0.00043719
 -0.00043815 -0.00043644 -0.00044174 -0.00044221 -0.00044199 -0.0004892
 -0.00044339 -0.00044134 -0.0004421  -0.00043685 -0.00044179 -0.00043794
 -0.0004426  -0.0004883  -0.00044358 -0.0004942  -0.00043708 -0.0004942
 -0.00044191]",0.9790368,553
78,[39],"[-0.000459   -0.00045735 -0.00045944 -0.00045505 -0.00046195 -0.00045652
 -0.00046191 -0.00046156 -0.00045499 -0.00046278 -0.00045697 -0.00045554
 -0.00046187 -0.00046152 -0.0004552  -0.00045576 -0.00046149 -0.00046166
 -0.00045508 -0.00045543 -0.00045464 -0.00045214 -0.00046211 -0.00046194
 -0.00046068]",0.97903675,556
79,[39],"[-0.00045368 -0.00045324 -0.00044975 -0.00045212 -0.0004471  -0.00045262
 -0.00045533 -0.00044773 -0.00044999 -0.00045493 -0.00044833 -0.0004542
 -0.00045629 -0.00044894 -0.0004481  -0.00045311 -0.00045284 -0.0004524
 -0.00045556 -0.00044893 -0.00044947 -0.00045336 -0.00044812 -0.00045277
 -0.00045413]",0.9790367,557
80,[40],"[-0.00056128 -0.00044959 -0.00044962 -0.00045861 -0.00044744 -0.00045249
 -0.00045831 -0.00045839 -0.00045671 -0.00045698 -0.00045856 -0.00044937
 -0.00045637 -0.00045013 -0.00045557 -0.0004511  -0.00045672 -0.0004507
 -0.00045771 -0.0004527  -0.00045036 -0.00045736 -0.0004491  -0.00045766
 -0.00045754]",0.97903657,560
81,[40],"[-9.6215466e-05  8.7976339e-05 -4.4241943e-04  3.7664857e-03
 -1.4463437e-04  9.7798737e-05  1.5287640e-04 -1.4473524e-04
  1.5090380e-04 -1.2859548e-04  1.5282445e-04  1.7932276e-04
  1.5272200e-04  1.8398459e-04  3.7665109e-03  1.5279051e-04
  3.0198364e-04  1.5279659e-04  1.5309032e-04 -1.2863652e-04
 -4.7109002e-05  5.5354350e-05  5.5687502e-05  5.5647892e-05
  5.5353186e-05]",0.9790368,561
82,[41],"[ 0.07063336 -0.06363714 -0.06408197 -0.06410427 -0.06373244 -0.06411604
 -0.06412603 -0.06418133 -0.06416959 -0.06410097 -0.06412116 -0.06410892
 -0.06403342 -0.06402979 -0.06407716 -0.06410339 -0.06409814 -0.0641165
 -0.06408142 -0.06410643  0.42381793  0.42372873  0.42333445  0.42267224
  0.42404205]",0.02091831,564
83,[41],"[ 4.7601460e-04  3.8977375e-04  3.8602541e-04 -3.7314399e-05
  5.4507423e-04  5.4522033e-04  4.1256961e-04 -2.7214148e-05
  2.5038520e-05  3.6731648e-04  4.6092307e-04  1.9812660e-04
  4.6078744e-04  4.6086579e-04  2.8561268e-04  2.8562656e-04
  1.5905127e-04  4.6091696e-04  4.1225425e-04  2.8568285e-04
  5.8148761e-04  3.4756758e-04  6.1806850e-04  6.1794388e-04
  3.4768935e-04]",0.97903675,565
84,[42],"[ 0.06995978 -0.063936   -0.06392153 -0.06393184 -0.06389625 -0.0646484
 -0.06381717 -0.06447174 -0.06377654 -0.06380031 -0.06380931 -0.0639292
 -0.06393445 -0.0638427  -0.06377037 -0.06394735 -0.06381698 -0.06381209
 -0.06383727 -0.06322862  0.4231897   0.42310482  0.4229452   0.42107067
  0.42319545]",0.020918906,568
85,[42],"[0.00072213 0.0004218  0.00012236 0.00016264 0.00037159 0.00016521
 0.00018391 0.00037157 0.0003716  0.00042203 0.00029258 0.00037162
 0.00017341 0.00044117 0.0004219  0.00038961 0.00045151 0.00029946
 0.00037159 0.00066977 0.00041717 0.00042692 0.00043029 0.00043039
 0.00042694]",0.9790368,569
86,[43],"[-0.00338811 -0.00300907  0.00091172  0.00091188 -0.00267588  0.00091184
  0.00091184 -0.002417    0.00047724  0.00077728  0.0007772   0.00082901
  0.00068331  0.00091164  0.00077732 -0.00189113  0.00068337  0.00081198
  0.0007557   0.00077721 -0.00207984  0.00011192  0.00081978  0.00081985
  0.000112  ]",0.97903734,572
87,[43],"[-0.00045341 -0.00045189 -0.00045123 -0.00045756 -0.00045343 -0.00045615
 -0.00045217 -0.0004579  -0.00045228 -0.00045815 -0.00045225 -0.00045665
 -0.00045581 -0.00045147 -0.00045814 -0.00045741 -0.00045139 -0.00045693
 -0.00045817 -0.00045633 -0.00045122 -0.00045837 -0.00045744 -0.00044808
 -0.00045789]",0.97903675,573
88,[44],"[ 3.5017318e-04 -4.8860675e-06  1.4262056e-04  2.8689584e-04
  2.5562270e-04  2.2662809e-04  3.2838891e-04  2.5555663e-04
  3.2834685e-04  3.2843868e-04  1.3818679e-03  2.2668316e-04
  1.1361904e-04  2.5560707e-04  1.3818591e-03  1.0357211e-04
  2.8693440e-04  2.5549787e-04  2.2666190e-04  2.2658624e-04
  4.1959796e-04  3.8964610e-04  4.7349301e-04  4.7343678e-04
  3.8959726e-04]",0.9790368,576
89,[44],"[-0.0004689  -0.00046088 -0.00046887 -0.00046766 -0.000471   -0.00046043
 -0.00046852 -0.00046143 -0.00046168 -0.0004079  -0.00046816 -0.00046765
 -0.00046052 -0.00046039 -0.00046085 -0.00046926 -0.00045971 -0.00046877
 -0.00041532 -0.00046867 -0.00046807 -0.00046294 -0.00046165 -0.0004141
 -0.00045605]",0.9790366,577
90,[45],"[-0.00045166 -0.00045747 -0.000455   -0.00045622 -0.00045205 -0.00046282
 -0.00044801 -0.00045699 -0.00045036 -0.00045556 -0.00046287 -0.00045145
 -0.00044969 -0.0004606  -0.00045054 -0.00045509 -0.00045591 -0.00045333
 -0.00044994 -0.00045214 -0.00045564 -0.00045064 -0.00046236 -0.00045731
 -0.00045591]",0.97903675,580
91,[45],"[-0.00045827 -0.00046774 -0.00045857 -0.00046662 -0.00045763 -0.00045792
 -0.00045828 -0.0004661  -0.00045759 -0.00045821 -0.00046551 -0.00046079
 -0.000462   -0.00046981 -0.00045696 -0.00046758 -0.00045792 -0.00045855
 -0.00045166 -0.00046775 -0.00046773 -0.00046512 -0.0004699  -0.000465
 -0.00046625]",0.97903657,581
92,[46],"[-0.00044651 -0.00044659 -0.00044704 -0.00044831 -0.00044701 -0.00044597
 -0.0004463  -0.00044706 -0.00044696 -0.00044652 -0.00044738 -0.00044671
 -0.00044761 -0.00044712 -0.00044828 -0.00044544 -0.00044716 -0.00044647
 -0.00044711 -0.00044596 -0.00044734 -0.00044756 -0.00044687 -0.00044691
 -0.00044702]",0.9790366,584
93,[46],"[-0.00043509 -0.0004363  -0.0004862  -0.00043625 -0.00048319 -0.00043613
 -0.0004348  -0.00048618 -0.00043605 -0.00043527 -0.00043141 -0.00043576
 -0.00043594 -0.00043783 -0.00048443 -0.00043607 -0.00043685 -0.00043654
 -0.00043042 -0.00053478 -0.00048808 -0.00053433 -0.00043647 -0.0004366
 -0.00048264]",0.97903675,585
94,[47],"[ 0.07080003 -0.06369708 -0.06379807 -0.06382805 -0.06381687 -0.06356491
 -0.06373893 -0.06380703 -0.06380881 -0.06383049 -0.06354801 -0.06380291
 -0.06382164 -0.06382549 -0.063795   -0.06381688 -0.06380569 -0.06377561
 -0.06377409 -0.06382266  0.42339155  0.42298415  0.42262554  0.42021996
  0.4224618 ]",0.020918965,588
95,[47],"[ 0.06206346  0.12864064 -0.07180767 -0.07182458 -0.07180828 -0.07182325
 -0.07181527 -0.07177882 -0.07178408 -0.07181166 -0.07181834 -0.07181357
 -0.0718344  -0.07178748 -0.07181488 -0.07180943 -0.0718043  -0.07181747
 -0.0718167  -0.07179046  0.41578066  0.4156448   0.41475382  0.41127425
  0.41516945]",0.02091825,589
96,[48],"[0.00055702 0.00104219 0.00025075 0.00021192 0.00026035 0.00024834
 0.00024845 0.0002604  0.00026407 0.00026598 0.00026036 0.0002655
 0.00025996 0.00026028 0.00033782 0.00113118 0.00025572 0.00026021
 0.00026032 0.00025547 0.00043536 0.00047751 0.00049939 0.000499
 0.00047751]",0.9790368,592
97,[48],"[0.00061964 0.00062021 0.00029213 0.00032264 0.00032266 0.00032263
 0.00032274 0.0003227  0.00038783 0.00032266 0.00032264 0.00032265
 0.00032261 0.00032266 0.00032266 0.00038783 0.00031459 0.00032266
 0.00035339 0.00035337 0.00051729 0.00048949 0.00051396 0.00051392
 0.00048943]",0.9790368,593
98,[49],"[ 0.06912716 -0.05627878 -0.06423686 -0.06426601 -0.06428076 -0.0642729
 -0.06440752 -0.06428519 -0.06433228 -0.06429114 -0.06428416 -0.06427855
 -0.06425995 -0.06430531 -0.06434155 -0.06427068 -0.06434038 -0.06434458
 -0.06429136 -0.0642664   0.42320302  0.423187    0.42277336  0.422294
  0.4233747 ]",0.020918965,596
99,[49],"[ 0.0662361  -0.06385377 -0.06383927 -0.06386766 -0.06386207 -0.06385943
 -0.06383784 -0.06386821 -0.06387003 -0.06388291 -0.06388548 -0.06383727
 -0.06388942 -0.06387231 -0.06388375 -0.06387332 -0.06390881 -0.06384021
 -0.0639326  -0.06389901  0.42400682  0.42388827  0.42353883  0.42280447
  0.42424878]",0.020918697,597
100,[50],"[-0.00046725 -0.0004681  -0.00045768 -0.00045929 -0.00045826 -0.00046717
 -0.00045758 -0.00046712 -0.00046536 -0.00045978 -0.0004592  -0.00046687
 -0.0004674  -0.00045629 -0.00046754 -0.00045924 -0.00045979 -0.0004596
 -0.00046669 -0.00045918 -0.00046607 -0.00045827 -0.00046723 -0.00044829
 -0.00046787]",0.9790368,600
101,[50],"[-0.00044957 -0.00045239 -0.00044897 -0.00045397 -0.00045079 -0.00045489
 -0.00045268 -0.00045235 -0.00044743 -0.00045298 -0.00044999 -0.00045391
 -0.00045339 -0.00044966 -0.00044887 -0.00044926 -0.0004497  -0.00045479
 -0.00045512 -0.00045034 -0.00045289 -0.00045447 -0.00045351 -0.00045175
 -0.00045359]",0.9790367,601
102,[51],"[-0.00045392 -0.00044935 -0.00045512 -0.00045663 -0.00045602 -0.00045671
 -0.00045586 -0.00045613 -0.00045547 -0.00044955 -0.00045703 -0.00045802
 -0.00045661 -0.00045605 -0.00045564 -0.0004562  -0.00044941 -0.00045725
 -0.00045419 -0.00045506 -0.00045023 -0.00045712 -0.00045551 -0.00045673
 -0.00045642]",0.9790367,604
103,[51],"[ 0.06945433 -0.05243084 -0.06444324 -0.0644962  -0.06444605 -0.06443162
 -0.06447204 -0.06446226 -0.06469926 -0.06449065 -0.06446433 -0.06445598
 -0.06445584 -0.06446014 -0.06446804 -0.06468051 -0.06448533 -0.06450821
 -0.06446549 -0.06448672  0.42309818  0.42302454  0.4228756   0.42210615
  0.4234311 ]",0.020918787,605
104,[52],"[-0.00045204 -0.00045282 -0.00045447 -0.00045391 -0.0004522  -0.00045236
 -0.00045433 -0.00045179 -0.0004508  -0.00044996 -0.00045209 -0.00045306
 -0.00045306 -0.00045198 -0.000452   -0.00044885 -0.00045094 -0.0004506
 -0.00045153 -0.00045257 -0.0004524  -0.00045492 -0.00045264 -0.00045421
 -0.00045127]",0.97903657,608
105,[52],"[-0.00045405 -0.00045971 -0.00045867 -0.00045233 -0.00045844 -0.00045779
 -0.0004448  -0.00044572 -0.00045387 -0.00045301 -0.00045442 -0.00045784
 -0.00045822 -0.00045843 -0.00045804 -0.00045265 -0.00044577 -0.00045855
 -0.0004584  -0.00045842 -0.00045251 -0.00045849 -0.00045742 -0.00045357
 -0.00045033]",0.9790367,609
106,[53],"[-0.0004448  -0.00044807 -0.00044922 -0.00044949 -0.00044851 -0.00044677
 -0.00044765 -0.00044346 -0.00044531 -0.00044536 -0.00044581 -0.0004477
 -0.0004478  -0.00044808 -0.00044824 -0.0004477  -0.00044448 -0.00044813
 -0.00044768 -0.00044277 -0.00044755 -0.00044684 -0.00044712 -0.00044386
 -0.00044752]",0.9790367,612
107,[53],"[-1.7094456e-03 -7.6821964e-04 -2.1628584e-05 -2.1776899e-04
 -3.0448550e-04  3.6620567e-04 -2.1628090e-05  3.9026863e-03
 -8.4100771e-05 -1.5972457e-04  3.3475785e-03  2.9983924e-04
  5.2213290e-05  6.6923304e-04  3.6633224e-04  6.6921033e-04
 -8.4115876e-05  2.9971427e-04  6.6921726e-04  6.6944433e-04
 -9.6398150e-04 -1.4939377e-04 -4.5987830e-04 -4.5987923e-04
 -1.4954226e-04]",0.9790369,613
108,[54],"[-0.00044853 -0.00045249 -0.00044976 -0.00045368 -0.00045489 -0.00044831
 -0.00045401 -0.0004542  -0.00044805 -0.00045275 -0.00045396 -0.00045381
 -0.00045414 -0.00044906 -0.00044778 -0.00045039 -0.00044966 -0.00045428
 -0.00045448 -0.00045307 -0.00045008 -0.00045349 -0.00044885 -0.00045311
 -0.0004535 ]",0.9790366,616
109,[54],"[-0.00045013 -0.00045236 -0.00045263 -0.00045221 -0.00045158 -0.00044839
 -0.00045305 -0.00045512 -0.00045442 -0.0004545  -0.00045291 -0.00045348
 -0.00045279 -0.00045088 -0.0004466  -0.00045223 -0.00045205 -0.0004546
 -0.0004528  -0.00044913 -0.00044917 -0.00045337 -0.00045322 -0.0004534
 -0.00045106]",0.97903675,617
110,[55],"[-0.00046006 -0.00045502 -0.00046112 -0.00045495 -0.0004615  -0.00046247
 -0.0004612  -0.00046232 -0.00045909 -0.0004538  -0.00045411 -0.00045462
 -0.00045572 -0.00045524 -0.00046112 -0.00045446 -0.00045706 -0.00046054
 -0.00045619 -0.00046138 -0.00046185 -0.00045539 -0.00046213 -0.00044994
 -0.00046147]",0.97903675,620
111,[55],"[-0.00045319 -0.00045181 -0.00044998 -0.0004493  -0.00045003 -0.00046237
 -0.00044814 -0.00044603 -0.00044935 -0.00045025 -0.00044913 -0.00045072
 -0.00045426 -0.00046587 -0.00044977 -0.00044623 -0.00044953 -0.00044835
 -0.00046268 -0.00044303 -0.00046639 -0.00044975 -0.00045047 -0.0004476
 -0.00046513]",0.9790367,621
112,[56],"[-0.00045254 -0.00045322 -0.00045935 -0.00046032 -0.00045206 -0.00047015
 -0.00045176 -0.00045921 -0.00046021 -0.00045972 -0.00045365 -0.00045874
 -0.00045437 -0.00045383 -0.00046394 -0.0004698  -0.00045221 -0.00046024
 -0.00045414 -0.00045909 -0.00045434 -0.00045944 -0.00045453 -0.00046969
 -0.00046068]",0.9790368,624
113,[56],"[0.00075893 0.00035633 0.00031905 0.0003243  0.00032495 0.00032519
 0.00032861 0.00032503 0.00031912 0.00029553 0.00032501 0.00032454
 0.00029534 0.00029533 0.00032317 0.00029535 0.00033168 0.00032504
 0.00032434 0.00032452 0.00066255 0.00041909 0.00063868 0.00063888
 0.0004191 ]",0.9790367,625
114,[57],"[-0.00045409 -0.0004535  -0.00044921 -0.00044894 -0.00045417 -0.00044941
 -0.00045398 -0.00045381 -0.00045315 -0.00045027 -0.00045362 -0.00045356
 -0.00044841 -0.00045032 -0.00045348 -0.00045354 -0.00044868 -0.00045344
 -0.00045357 -0.00044961 -0.00044807 -0.00044906 -0.00045438 -0.00045364
 -0.00045396]",0.97903675,628
115,[57],"[-0.00279505 -0.00206986 -0.00229953  0.00034747  0.00136469  0.00166156
 -0.00154327 -0.00229864  0.00166157  0.00166169  0.00166159  0.00166152
  0.00139742  0.0011703   0.00166163  0.00166146  0.00166161  0.00166156
  0.00117021 -0.00156241 -0.00117805 -0.00137174 -0.00069369 -0.00069367
 -0.00137179]",0.9790371,629
116,[58],"[-0.000455   -0.00045726 -0.0004575  -0.000459   -0.0004577  -0.00044906
 -0.00045386 -0.00045453 -0.00045554 -0.00045928 -0.00045485 -0.00045498
 -0.00044941 -0.00045742 -0.00045678 -0.00045944 -0.00045387 -0.00045342
 -0.00045385 -0.00045327 -0.00045442 -0.00045505 -0.00045718 -0.000459
 -0.00045463]",0.97903675,632
117,[58],"[ 0.06705051 -0.06475735 -0.06274442 -0.06471664 -0.06270984 -0.06273161
 -0.06274936 -0.06296821 -0.06276093 -0.06275529 -0.0647976  -0.06274387
 -0.062746   -0.062765   -0.06534277 -0.06273174 -0.06277513 -0.06275506
 -0.06274948 -0.06274769  0.42207786  0.42038655  0.41888404  0.41818157
  0.42037413]",0.020919293,633
118,[59],"[ 0.06910483 -0.06363307 -0.06339964 -0.06409333 -0.06402066 -0.06359053
 -0.0640491  -0.06402772 -0.06401569 -0.06400802 -0.06409232 -0.06401389
 -0.06401501 -0.06397194 -0.06401339 -0.06401469 -0.0640208  -0.06402171
 -0.06403833 -0.06402011  0.42359138  0.42365903  0.42347884  0.4227125
  0.42366424]",0.020919293,636
119,[59],"[-0.00045918 -0.00046003 -0.00046885 -0.0004675  -0.0004662  -0.0004596
 -0.00046201 -0.00046688 -0.00045878 -0.00045959 -0.00045922 -0.00045961
 -0.00046658 -0.00045794 -0.00046969 -0.00046768 -0.00046907 -0.00045873
 -0.00045941 -0.00045869 -0.00043878 -0.00046676 -0.0004664  -0.00046605
 -0.00046622]",0.9790366,637
120,[60],"[ 0.06228242  0.12839253 -0.07171383 -0.07186399 -0.07177746 -0.07184422
 -0.07187311 -0.07197779 -0.07173463 -0.07164857 -0.07189725 -0.07164652
 -0.07185798 -0.07186052 -0.07186906 -0.07195959 -0.07173615 -0.07186757
 -0.07175028 -0.0717715   0.41571948  0.41561413  0.4147286   0.41139284
  0.4151253 ]",0.02091828,640
121,[60],"[ 3.3554537e-04  7.9081918e-04  5.8989564e-05  2.6904434e-04
 -1.7638318e-05  2.1018073e-04  2.6908977e-04  2.2166486e-04
  1.9875367e-04  4.7669472e-04  4.7633215e-04  4.7672915e-04
  3.0732271e-04  3.4226480e-04  2.2166091e-04  3.1395198e-04
  4.7672499e-04  3.2402296e-04  3.3624857e-04  8.8270556e-04
  3.9677692e-04  3.5865212e-04  4.5348480e-04  4.5348305e-04
  3.5858314e-04]",0.97903687,641
122,[61],"[0.00038391 0.0002602  0.0004289  0.0004288  0.00042883 0.00036248
 0.00033873 0.00037134 0.00037364 0.00027907 0.0003162  0.00034097
 0.00037357 0.0003887  0.00037362 0.00042888 0.00033365 0.00032395
 0.00042852 0.00032399 0.00035479 0.00046962 0.00035989 0.00035989
 0.00047189]",0.97903675,644
123,[61],"[-0.0004436  -0.00044184 -0.00049643 -0.00044319 -0.000438   -0.00049568
 -0.00044271 -0.0004421  -0.00049543 -0.00044204 -0.0004371  -0.00044207
 -0.00049204 -0.00049494 -0.00044122 -0.00044085 -0.00044256 -0.00044192
 -0.00044161 -0.00044322 -0.00044155 -0.00044195 -0.00044161 -0.00044273
 -0.00044217]",0.97903675,645
124,[62],"[ 0.16416156  0.16387664  0.158905    0.16082     0.1636278   0.15849933
  0.01791734 -0.16922578 -0.2047863  -0.1692     -0.20488459 -0.16924366
  0.16027492  0.16025095  0.14172691  0.14174166 -0.16926664 -0.16916484
 -0.20483047 -0.20481706  0.16401252  0.160433    0.1613766   0.1613856
  0.16047207]",0.020916939,648
125,[62],"[-0.00140964 -0.00024538  0.00101836 -0.00071934  0.00092263  0.00086391
 -0.00071934  0.00101838 -0.00124241  0.00093632  0.00101838  0.00101835
  0.00091141 -0.00124274  0.0009873   0.00101376  0.00101832  0.00095399
  0.00101837  0.00095411 -0.00116561 -0.00063033 -0.00060378 -0.0006037
 -0.00063036]",0.97903705,649
126,[63],"[-2.38194425e-05  2.28385907e-04  3.67298519e-04  6.88754430e-04
  9.85769439e-05  2.32217018e-04  9.86689702e-05  3.21733241e-04
  6.88747561e-04  2.40370500e-04  3.67266301e-04  2.40419904e-04
  3.21698113e-04  3.67296190e-04  1.00224832e-04  2.71556783e-04
  3.03301960e-04  3.02076543e-04  3.67276836e-04  2.71535973e-04
  1.41085824e-03 -1.11256435e-04 -9.82010679e-05  2.99896346e-05]",0.97903687,652
127,[63],"[ 0.06588046 -0.06406509 -0.06363145 -0.06179014 -0.06359611 -0.0640129
 -0.0635141  -0.06381419 -0.0642084  -0.06379632 -0.06372222 -0.0636149
 -0.06375662 -0.06179246 -0.063794   -0.06423232 -0.06348419 -0.0642413
 -0.06352029 -0.06349777  0.42270368  0.4226495   0.4225696   0.42074707
  0.42272362]",0.020919144,653
128,[64],"[ 0.06946541 -0.0639122  -0.06389277 -0.06384601 -0.064007   -0.0639911
 -0.06408885 -0.06402671 -0.06401829 -0.06403964 -0.06407425 -0.06406209
 -0.06382838 -0.0640794  -0.06406111 -0.06406625 -0.06386098 -0.06405878
 -0.06408213 -0.0640556   0.4238193   0.4237667   0.42338952  0.42276835
  0.42388308]",0.02091834,656
129,[64],"[-5.7157088e-04  3.2411073e-05  5.6506705e-04 -7.4363360e-04
 -2.6621684e-04  4.1572191e-04  4.8015639e-04  1.9229152e-03
 -2.6626012e-04  4.1570354e-04  4.8009143e-04 -4.5902678e-05
  5.6512875e-04  5.6509045e-04  4.7362244e-04  5.6511973e-04
  5.6506484e-04  5.6511577e-04  4.7364496e-04 -3.6525083e-04
 -4.4701860e-04 -2.8299080e-04  3.7905088e-04  3.7908909e-04
 -2.8295402e-04]",0.97903687,657
130,[65],"[-5.1203044e-04 -6.9925282e-04  2.5661488e-04  4.8279882e-04
 -1.6891604e-04  6.1476289e-04 -4.2627833e-04 -4.6618984e-04
 -2.4001885e-04 -3.8562782e-04  6.0606241e-04  1.3996761e-04
  1.3993139e-04 -2.3999911e-04  1.3993747e-04  6.0978846e-04
  6.0605677e-04  6.1170396e-04  6.1171234e-04 -6.3974141e-05
  3.3412830e-04  6.4033386e-04  6.9985777e-04  6.9983915e-04
  6.4030103e-04]",0.9790371,660
131,[65],"[-0.00045353 -0.00045736 -0.00045768 -0.00045407 -0.00045424 -0.00045414
 -0.0004575  -0.00045425 -0.00045759 -0.00044632 -0.00045928 -0.00045754
 -0.00044886 -0.00045896 -0.00045806 -0.00045957 -0.00045237 -0.00045323
 -0.00045249 -0.0004456  -0.00045371 -0.00045889 -0.00045784 -0.00045194
 -0.00045748]",0.9790366,661
132,[66],"[-0.00045545 -0.00045258 -0.00045197 -0.00045298 -0.00045269 -0.00044718
 -0.00045306 -0.00045072 -0.00044725 -0.00045094 -0.00045169 -0.00045079
 -0.00045469 -0.00045172 -0.00045493 -0.00045261 -0.00045498 -0.00045317
 -0.00044834 -0.00045197 -0.00045221 -0.00045221 -0.00045278 -0.00045232
 -0.00045129]",0.9790366,664
133,[66],"[-0.00046478 -0.0004662  -0.00046614 -0.0004582  -0.00045723 -0.00046135
 -0.00040694 -0.00046231 -0.00046411 -0.00046108 -0.00040997 -0.00046036
 -0.00046172 -0.00046243 -0.00045544 -0.00046037 -0.00045956 -0.00045979
 -0.00041136 -0.0004593  -0.00046399 -0.00045902 -0.00045848 -0.00046197
 -0.00046228]",0.97903675,665
134,[67],"[ 0.07013744 -0.05294079 -0.06446756 -0.06449264 -0.06448878 -0.06448291
 -0.06454636 -0.06423511 -0.0644686  -0.06444677 -0.06447417 -0.06455657
 -0.06448057 -0.06443991 -0.06446353 -0.06449004 -0.06448677 -0.06448984
 -0.06445557 -0.06450935  0.42316017  0.4230332   0.42321992  0.42182767
  0.42317706]",0.020919144,668
135,[67],"[-0.00045605 -0.00045576 -0.00045763 -0.00045534 -0.00045792 -0.00045611
 -0.00045069 -0.00045685 -0.00045426 -0.00045074 -0.00045055 -0.0004595
 -0.00045488 -0.00045252 -0.00045597 -0.00045293 -0.00045199 -0.00045408
 -0.00045575 -0.00045179 -0.00045588 -0.00044326 -0.00046033 -0.00045723
 -0.00045695]",0.9790367,669
136,[68],"[-0.00045817 -0.00045849 -0.00045777 -0.00045816 -0.00046367 -0.0004598
 -0.00040982 -0.00045759 -0.00046293 -0.0004591  -0.00040446 -0.00045921
 -0.00046311 -0.00045994 -0.00046513 -0.00046368 -0.00046005 -0.00046322
 -0.00046533 -0.00046671 -0.00046424 -0.00046479 -0.00046769 -0.00046518
 -0.00041217]",0.97903675,672
137,[68],"[-0.00045266 -0.0004521  -0.00045155 -0.00045164 -0.00045293 -0.00045099
 -0.00045134 -0.00044895 -0.00045244 -0.00045313 -0.00045365 -0.00045229
 -0.00045302 -0.00045263 -0.00045229 -0.0004531  -0.00045266 -0.0004531
 -0.00044869 -0.00044787 -0.00044889 -0.00045221 -0.00045177 -0.00045231
 -0.00045298]",0.9790367,673
138,[69],"[-0.00044691 -0.0004473  -0.0004475  -0.00044721 -0.00044706 -0.00048973
 -0.00044277 -0.00044203 -0.00049622 -0.00044742 -0.00044177 -0.00044661
 -0.00044211 -0.00049609 -0.00049403 -0.00044736 -0.00044631 -0.00044216
 -0.00044156 -0.00044776 -0.00044262 -0.00044072 -0.00044192 -0.00044294
 -0.00049516]",0.9790366,676
139,[69],"[-0.00045353 -0.00045702 -0.00045814 -0.00045316 -0.00045251 -0.00045732
 -0.00045153 -0.00045646 -0.00045813 -0.00045719 -0.0004521  -0.0004511
 -0.00045784 -0.00045664 -0.00045054 -0.00045169 -0.00045641 -0.00045701
 -0.0004578  -0.0004531  -0.00045672 -0.00045603 -0.00045161 -0.00045776
 -0.00044782]",0.9790367,677
140,[70],"[ 0.06813793 -0.06390528 -0.0639084  -0.0638701  -0.06387165 -0.06397878
 -0.06397729 -0.06395763 -0.06397181 -0.06396399 -0.0638479  -0.06397855
 -0.06398169 -0.06391228 -0.06393223 -0.06397001 -0.06390835 -0.06399088
 -0.06381171 -0.06392686  0.42383832  0.42375374  0.4234566   0.4225465
  0.42408553]",0.020918995,680
